Id,name,author,relicTime,descriptoin,imageUrl,moreUrl
152,"IIIF Manifest1 hanging scrollHanging scroll; ink, colors and gold on silk, gold-leaf, decorated with thin metal stripsH 100.8, W 41.0Kamakura period/14th centuryNara National Museum943(絵182)",null,null,"
A Kannon is a Bosatsu that has been strongly supported since early times. The contents of belief range from fulfilling wishes in this life to praying for life after death (so that the soul is sent to the land of Perfect Bliss) and the iconography (the image) varies greatly. Just like this painting, the image of the Kannon seated on a mountain is derived from the belief in Jodo (the place where the spirits of the Gods live) of Kannon, Fudarakusen.  This painting represents a Senjyu Kannon with 42 arms and 11 faces that is sitting on a lotus pedestal placed on a rock base in a mountain of Fudarakusen. The style is common and based on ""Senkougen Kanjizai Bosatsu Himitsu Houkyou"" and the face is placed on the top and the kebutsu (small Buddha images attached to larger ones) images are placed at the front. On both sides, two faces for each of the upper levels and three faces for each of the lower levels are placed. The total number of faces including the main face is 11 and each palm of 42 arms has a single eye. Double halos with flames flicker around. The body of the Kannon is drawn with bright red lines and painted in gold. The patterns of the clothes are finely painted in gold and Kobun (pigment) and lines and outlines are decorated with slightly wider Kirikane (gold or silver foil cut into thin strips). In the foreground, a dragon holding a Hoju (sacred gem) is rising from the sea.  The face of the Kannon is slightly longer, which is similar to, for example, the face seem in a Hanga painting held in the Sentai Senjyu Kannon statue enshrined at the Myohoin in Kyoto and it can imagine that it is influenced by exotic Kannon statues in China. In the background, Fudarakusen is drawn by adding ink on a draft with soft lines in an ink drawing style and painted in a color called Gunroku (blue green shade) by a Horinuri style (paint background leaving lines as they are) and gold color is added in spots. Such landscape expressions (Sansui) have appeared in the late Heian period in Japan and they are influenced by Seiryoku Sansui in Chinese paintings. They were gradually adopted to Buddhist paintings in Japan. This mixed style of scenery and sacred images of esoteric Buddhism became popular in the late Kamakura period. It is thought to have been a revolution from both the perspectives of painting and religious history.
",https://emuseum.nich.go.jp//img/content/100072001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100072&content_part_id=0&content_pict_id=0
153,"IIIF Manifest1 hanging scrollHanging scroll; ink and colors on silkH 125.5, W 86.7Kamakura period/13th-14th centuryNara National Museum945(絵184)",null,null,"
Godaison (Godai Myoo) are five great Myoo placed in five directions, which is discussed in a set of two scrolls of ""Ninnou Gokoku Hannya Haramitta Kyou"" translated by a Chinese Buddhist priest Amoghavajra (Fukuu) and a scroll of ""Shomuge Kyou"" and consists of Fudo (center), Kozanze (east and  to the observer's bottom right), Gundari (south and to the observer's bottom left), Daiitoku (west and to the observer's upper left) and Kongoyasha (north and to the observer's upper right). The images of Godaison are drawn as five separate paintings have been seen from the early Heian period and some examples such as Godaison-zo held at To-ji Temple in Kyoto are known. However, just like this painting, the style of Godai Myoo represented in one painting (Fudo Myoo at the center and others in each of the four directions) was established later than that and the images in Hakubyou (ink line painting) first appeared in the period between the late Heian period and the early Kamakura period.      In terms of the style, Fudo has a similar but more ample body than the Ao Fudo held in Shorenin in Kyoto and the faces are similar. It indicates an iconography of Genchoyou (Gencho's style). The halo with flames on the back is divided into seven parts as if they were the flames of a Karura (a fire-breathing creature from Japanese Hindu-Buddhist mythology). Two images of Doji have a style mixed with those held in Horaku-ji Temple in Osaka and Ruri-ji Temple (also known as Ruridera) in Hyogo. (Seitaka Doji is the same as Ni-Doji with a style of Hakubyo Genchoyou held at Godai-ji Temple.) The iconographical features of other four Myoo are very similar to the four Myoo excluding Fudo among Godaison in Godai-ji Temple and is also the same as the iconography of Enjinyou contained in ""Besson Zakki."" In a word, this painting was drawn in a newly established style by combining multiple styles of iconographies. Unlike Ao Fudo, no colorful or fine patterns are applied to Fudo Myoo. The expressions such as the heavy colors, strongly applied Kumadori (shading) and expressive ink lines are rather different from the Buddhist paintings in the Heian period and indicate unique the features of the powerfully expressed Buddhist paintings in the Kamakura period.
",https://emuseum.nich.go.jp//img/content/100074001005/5/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100074&content_part_id=0&content_pict_id=0
154,"IIIF Manifest1 hanging scrollHanging scroll; ink, colors and gold on silkH 119.5, W 57.9Kamakura period/Gentoku 2(1330)Nara National Museum949(絵188)",null,null,"
The style of portraits of warlords that particularly follows the style of portraits of Zen priests was first established around 1263 when Hojo Tokiyori passed away, under the consideration of deep understanding toward Zen shown by the Hojo Tokuso Family including Regent Hojo Tokiyori in the Kamakura period. Such style of portraits of the Hojo Tokuso Family became popular throughout the Kamakura period and this painting is thought to be one of them.    Ando Ene (1285-1343) was a great warlord in the Kamakura Shogunate and had the post of Rokuhara tandai (the post of a chief of the Kamakura Shogunate). He was commonly known as Ando-haruemonnojyo. He practiced Zen as a disciple of Seikan Sudon, a Chinese priest who served as the chief priest of Enkaku-ji Temple and Kencho-ji Temple in Kamakura and become a Koji (a believer of Zen who practices without becoming a priest) and then became the chief priest of Choraku-ji Temple in Kozuke-no-kuni (county) as Zen priest Naso Ene. He was the son of Ando Rensho (1240-1330), who had a post in the Tokuso Family.The same as the portraits of priests, the figure is seated on a chair covered by a traditional Japanese happi coat and the face is drawn in fine black lines and a Kumadori technique is moderately applied. In particular, the serious appearance of the face is expressed by a Taikan Shasho technique. Things imported from China were popular at that time and this can be seen from the gorgeous clothes with small flower patterns. There is a tribute written on the top. As this is a portrait of Ene when he was still a Koji and not intended for Houshi (someone who takes over the practice of a Zen priest), the tribute was not written by himself. This tribute was written by Minkisoshun, the high priest of the Rinzai sect of Yogi and Matsugen lineages, who came to Japan from Yuan (China) in 1329. Shunminki became the chief priest of Kencho-ji Temple in Kamakura around the spring of 1330. Ene requested three tributes for works including a portrait for his father Rensho (posthumous work) and a portrait for Zenni (not existing), who was the chief priest of Kumedadera Temple, in addition to this portrait. The relationship between the tribute and the icon is the same as the relationship where the memory of an icon is intended for posthumous work. This painting has attracted attention as a great portrait, as well as for the calligraphy of Minkisoshun.
",https://emuseum.nich.go.jp//img/content/100078001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100078&content_part_id=0&content_pict_id=0
155,"IIIF Manifest1 hanging scrollHanging scroll; ink, colors and gold on silkH 112.5, W 56.2Kamakura period/14th centuryNara National Museum1005(絵193)",null,null,"
This painting is a portrait of Nanzan Daishi Dosen (596-667), a Buddhist priest from the early Tang period in China. Dosen perfected Ritsugaku (Buddhism principles) by writing ""Shibunritsugyojisho"" and become the founder of Nanzan-ritsu. He also joined Genso to translate Buddhist sutras (from Sanskrit to Chinese) and wrote various books including ""Daito Naitenroku (a catalog of Buddhist sutras),"" ""Zoku Kousouden"" and ""Shakahoshi (Buddhist history books)"" and ""Koogumyoshu (an anthology of writings to protect Buddhism)."" Accordingly, he had great achievements and made great contributions. In Japan, Ganzin propagated the teachings (Shibunritsu) in the Nara period and when Ritsugaku was revived in Kyoto and Nara in the Kamakura period, many portraits of Shoshi (a founder of a Buddhism sect) were drawn during the period.  This painting is a portrait of Dosen wearing a black Kesa (a robe worn by a Buddhist priest) while sitting in a diagonal direction in a high Kyokuroku (an upholstered wooden armchair) covered with a Happi (a cloth) and holding a Hossu (a Buddhist article). This painting follows the style of the iconography of Dosen Risshi zou, one of a pair of paintings, Dosen Risshi zou and Ganjyo Risshi zou (nationally important cultural property held at Sennyu-ji Temple), which was drawn in 1210 (in the Southern Sung period) and brought back by Shunjyo from Sennyu-ji Temple after he learnt Ritsugaku in China in the Kamakura period. Compared to the realistically presented painting in Sennyu-ji Temple, the shape of the head and unique facial features such as the slanted eyes of this painting were carefully drawn following a traditional style. This indicates that iconography brought back from China in the Sung period was regarded important as an original and became popular in Japan. The name ""Chosho"" inscribed in ink is the Shigo (posthumous title) of Isou (the 20th emperor of the Tang dynasty). This painting was handed down to the Morimura Family.
",https://emuseum.nich.go.jp//img/content/100086001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100086&content_part_id=0&content_pict_id=0
156,"IIIF Manifest1 hanging scrollHanging scroll; ink on silkH 100.3, W 41.4Kamakura period/13th-14th centuryNara National Museum1010(絵198)",null,null,"
This painting represents the image of Kannon wearing a white robe while sitting on a rock. Due to a Doji drawn on the bottom left, it is clear that the main figure represented in this painting is a Kannon that forms Kekka Fuza (sitting in a meditation posture) on a Kongohoseki (diamond) in Fudarakusen (the place where Kannon lives) among scenes of Zenzai Doji's visits to Zenchishiki described in ""Nyuhokkaibon"" of ""Kegonkyou"". A bamboo grove and a waterfall in the background are represented in common motifs of Suibokuga (ink painting) to respond to one passage of a sutra (“華果樹林は皆遍満し、泉流地沼は悉く具足す”). The features such as the Youryu (willow) in a flower vase placed near the Kannon and water underneath the rock have a close iconographical relationship with those known as Youryu Kannon and Suigetsu Kannon, however, with the increased popularity of ink paintings, the images of Byakui Kannon have been drawn with interest in the pureness of the white robe and they are particularly favored in Zenrin (zen temples). The Shichigon Zekku (a poetry verse form consisting of four phrases seven Chinese characters each in length) at the top of this painting was written by Yakuou Tokkenn (1244-1319), who served as the chief priest of Nanzen-ji Temple and various temples in Kamakura and it is presumed that the painting was drawn in the period from the end of thirteenth century when he came back from the Sung to his death. Although this painting is one of the early works of Japanese Suibokuga (ink painting) and particularly the oldest existing painting of Byakui Kannon, it is notable that the very high degree of Suiboku technique has already been used to provide the space with the greater depth.
",https://emuseum.nich.go.jp//img/content/100089001002/2/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100089&content_part_id=0&content_pict_id=0
157,"IIIF Manifest2 scrollsColor on paperKamakura period/13th centuryTokyo National MuseumA-29, A-227",null,null,"
This is a picture scroll that tells the origin of the establishment of Kitano Tenman-gu Shrine, where the deified spirit (Tenjin) of Sugawara no Michizane (845 – 903), who was exiled to Dazaifu due to a false charge and died there, is enshrined. It also describes his miracles. Among the picture scrolls depicting the origin and history of a temple or a shrine, those of Kitano Tenjin were most widely circulated and many of them still remain today. This particular picture scroll is one of those called ""Koanbon (Koan version)."" The pictures from the third volume that Kitano Tenman-gu Shrine used to possess are currently owned separately by the Tokyo National Museum, Daitokyu Kinenbunko and the Seattle Art Museum.The name Koanbon is derived from the last sentence of the legend to the second volume possessed by Kitano Tenman-gu Shrine, which says that it was created in the summer of the first year (year of ""tsuchinoe-uma 〈horse〉"") of Koaan (于時聖暦戌午弘安元年夏のころ微功をおふと云事爾也). However, according to the Chinese sexagenary cycle, this year was the year of ""tsuchinoe-tora (tiger)."" The reason why the legend says ""tsuchinoe-uma (horse)"" seems that it followed the ""Shokabon"" version of the Kitano Tenjin picture scrolls that was established in 1258, the year of uma (horse).   Since the Honjibutsu (the original Buddhist identity that corresponds to a Shinto deity) of Tenjin is the Eleven-Headed Kannon, the picture scrolls of Kitano Tenjin are generally compiled in three or six volumes and 33-dan (acts), on the analogy of the 33 forms in which Kannon appears to aid sentient beings. However, most of this picture scroll has been lost over the years and its composition has changed drastically from the original. The existing pictures all feature a serene composition and well-balanced character description, unrolling a fresh view of Tenjin picture scrolls.
",https://emuseum.nich.go.jp//img/content/100260001000/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100260&content_part_id=0&content_pict_id=0
158,IIIF Manifest1 scrollColor on paper29.6x610.2Kamakura period/13th centuryTokyo National MuseumA-10479,null,null,"
For military men in the Kamakura period, horses had an exceptional significance. This picture book shows herbal remedies for those horses. Each picture has a colored box on the upper part, with the name of doctor or herbs written on it. This painting has the following ten names of doctors from Japan and China: Hakuraku, who is a guardian-figure of medical study for horses, Iou-houyaku(医王法薬), Raikou(頼公), Togun(東群), Ten(天), Ōnamura, Ouryou, Hangai, Shinnou, and Echigono Tansuke. For each of them, the date of death on the Chinese zodiac calendar, birthplace, attributed mantra, and the name of attendants are also included, and the horses tethered in the stable are painted accordingly. After that part, seventeen medicinal herbs are introduced with pictures, which are Yakushi-sou,  Hoyaku-sou(法薬草), Ōbako-sou, Mokuso-den(木草伝), Atohazaki, Kusanoou, Kinu-kusa(衣草), Hotokenomae, Shikiziki(色々), Chousou-gusa(長小草), 狸尻巾, Batou-sou(馬頭草), Kanzou-den(甘草伝), Akomen-sou(阿古免草), Dentchi-sou(伝地草), Tenso-sou, and Hotokenoza. Their other names are also shown. In addition, it shows the Chinese references and the manner of initiation of those secrets.Both figures and herbs are depicted chiefly with lines colored in the pale tones of blue, green, and red. The realistic style of the herbs is worthy of attention. At the end of the book, okugaki (postscript that provides information about the work) says ""七郎兵衛尉泰相伝之on January 26, Kouin (name of certain Januaries on the Chinese zodiac calendar), Bunei 4 (1267), the year of Teibou (name of certain years).""  
",https://emuseum.nich.go.jp//img/content/100283002000/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100283&content_part_id=0&content_pict_id=0
159,"IIIF ManifestBy Kao Ninga 												1 hanging scrollInk on paper86.8x34.5Nanbokuchō period/14th centuryTokyo National MuseumA-10931",null,null,"
Priest Kensu is a zen monk of the late Tang period. It is said that he did not settle in one place, that he always wore a shabby priest's stole, that he would dig and eat for shrimp and shijimi clams by rivers and that he would sleep among the shisen (paper cut into coin shapes) in shrines at night. He is generally depicted as a figure catching shrimp with a string in his hand. Kao is an artist of the early 14th century, but his personal background is unknown. Currently, some of his works remain, such as doshakuga (portraits of Taoists and Buddhists) of Kanzan and Jittoku and kachoga (paintings of flowers and birds). While his thick and rough fold lines reflect the techniques of Chinese Zen paintings, the technique of forming a bearded face with damp sumi ink is rare. 
",https://emuseum.nich.go.jp//img/content/100309001003/3/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100309&content_part_id=0&content_pict_id=0
160,name,author,relicTime,descriptoin,imageUrl,moreUrl
161,  bridal coat  Qing dynasty       Not Currently on View   Image Licensing   ,null,null,"       Gallery Label   Provenance      In China, red is associated with family celebrations, particularly weddings and births. It was appropriate for bridal attire to be embellished with imperial symbols. The dragon symbol for the emperor represents the groom, and the phoenix, which is the symbol of the empress, represents the bride. On the upper front of the jacket and above the dragon, two pomegranates are depicted. Pomegranate, with its many seeds, is a symbol of fertility. Many other auspicious motifs, including clouds, symbol of good fortune, and bats, symbol of happiness, surround the dragon and two phoenixes.   purchased by the Indianapolis Museum of Art (1906).      ",http://collection.imamuseum.org/artwork/54829/0_preview.jpg,http://collection.imamuseum.org/artwork/54829/
162,"  Tōtōmi 遠江  Utagawa Hiroshige 歌川広重 (Japanese, 1797-1858) Yokogawa Takejirō 横川竹二郎, Engraver (Japanese)       Not Currently on View   Image Licensing   ",null,null,"       Provenance      Purchased by the John Herron Art Institute, Indianapolis, Indiana, now the Indianapolis Museum of Art at Newfields, in 1910.      ",http://collection.imamuseum.org/artwork/6415/0_preview.jpg,http://collection.imamuseum.org/artwork/6415/
163,"  Wakasa 若狭  Utagawa Hiroshige 歌川広重 (Japanese, 1797-1858) Horikosen, Engraver (Japanese)       Not Currently on View   Image Licensing   ",null,null,"       Provenance      Purchased by the John Herron Art Institute, Indianapolis, Indiana, now the Indianapolis Museum of Art at Newfields, in 1910.      ",http://collection.imamuseum.org/artwork/33434/0_preview.jpg,http://collection.imamuseum.org/artwork/33434/
164,  Brush Washer with Poetic Immortals         Not Currently on View   Image Licensing   ,null,null,"       Gallery Label   Provenance      The figures here are ""poetic immortals,"" the most revered Japanese poets. The jar was created to look like an anthology of poetry, and the vessel might have held water to wash writing brushes.   Charles L. Freer, given to given to the John Herron Art Institute, now the Indianapolis Museum of Art at Newfields, in 1912.      ",http://collection.imamuseum.org/artwork/5390/0_preview.jpg,http://collection.imamuseum.org/artwork/5390/
165,"  Big Copper Kettle and Fish (Fish)  William Merritt Chase (American, 1849-1916)       Not Currently on View   Image Licensing   ",null,null,"       Gallery Label   Related Text      This balanced composition set against a dark background reflects Chase's Munich training. Famous for his rapid technique, Chase claimed he could return at least one fish to market fresh enough to be sold.   William Merritt Chase: Celebrated Still Life Painter ""William Merritt Chase was a versatile painter of landscapes, portraits, and still lifes. In fact, he was widely esteemed as the foremost American still-life painter of his era. Born in Nineveh, Indiana, Chase spent a short period as a pupil of Barton Stone Hays, an Indianapolis portrait painter. He continued his studies in New York at the National Academy. Later, he traveled extensively in Europe after studying in Munich. In 1878, he returned to New York, where he made his home. He exerted great influence upon the younger American painters through his teaching. Although his approach was realistic, he invested everything with a particular life and charm.In 1904, Chase began a series of fish subjects, which was highly acclaimed. This canvas is a spirited example of the genre. There can be little doubt that Chase had seen similar still lifes by the French artist Édouard Manet from the mid-1860s. This broadly painted and carefully balanced composition of shiny fish set against a dark, contrasting background hearkens back to Chase's training in Munich during the 1870s. The painting was one of the artist's favorites. In a letter of 1915 to the IMA (then known as the Art Association of Indianapolis), Chase wrote, “…I am pleased to know that you care for my fish picture. I feel sure this is the best one I have painted, and I would be much pleased to have it permanently in the Art Association.""Pisano, Ronald. A Leading Spirit in American Art: William Merritt Chase, 1849-1916. Seattle: Henry Art Gallery, University of Washington, 1983.""      ",http://collection.imamuseum.org/artwork/55823/0_preview.jpg,http://collection.imamuseum.org/artwork/55823/
166,  woman's semi-formal domestic overcoat  Qing dynasty       Not Currently on View   Image Licensing   ,null,null,"       Gallery Label   Provenance      In early 1900, it became fashionable for young brides to wear pastel shades on their wedding day, instead of the customary red-color garments. A narrower silhouette for jackets and the sleeves became fashionable, and front closures replaced right-side closure of the earlier period. Two pairs of phoenixes, representing the union of male and female, are featured prominently on the upper front of the jacket. A variety of paired fowl are embroidered throughout the jacket and skirt. Mandarin ducks, which were thought to mate for life, symbolize devotion to married life and marital happiness.   purhcased in China; Mary Fulton Missionary Society, Tabernacle Presbyterian Church; given to the Indianapolis Museum of Art (1917).      ",http://collection.imamuseum.org/artwork/54830/0_preview.jpg,http://collection.imamuseum.org/artwork/54830/
167,  woman's collar  Qing dynasty       Not Currently on View   Image Licensing   ,null,null,"       Provenance      Eliza M. Niblack, Indianapolis; given to the Indianapolis Museum of Art (1918).      ",http://collection.imamuseum.org/artwork/16554/0_preview.jpg,http://collection.imamuseum.org/artwork/16554/
168,  plate with rose and tulip design  Iznik       Not Currently on View   Image Licensing   ,null,null,"       Provenance      Purchased by the John Herron Art Institute, Indianapolis, Indiana, now the Indianapolis Museum of Art at Newfields, in 1919.      ",http://collection.imamuseum.org/artwork/38404/0_preview.jpg,http://collection.imamuseum.org/artwork/38404/
169,  rectangular dish with flower  Momoyama       Not Currently on View   Image Licensing   ,null,null,       Provenance      Given to the Indianapolis Museum of Art in 1983.      ,http://collection.imamuseum.org/artwork/54718/0_preview.jpg,http://collection.imamuseum.org/artwork/54718/
170,"  landscape after Zhao Danian  Wang Jian (Chinese, 1598-1677)       Not Currently on View   Image Licensing   ",null,null,       Provenance      J. P. Dubosc      ,http://collection.imamuseum.org/artwork/50314/0_preview.jpg,http://collection.imamuseum.org/artwork/50314/
171,  Buddha  Unknown       Currently on View in K303   Image Licensing   ,null,null,"       Gallery Label   Provenance      From the 8th through the 12th centuries, Indian Buddhism reached an apogee under the Pala kings and their successors in the regions of Bihar, western Bengal, and Bangladesh. Monks and pilgrims from lands as distant as China and Burma came there to study. Buddhist art of this period first flourished in Magadha, the homeland of Sakyamuni in southern Bihar, and gradually art production centers arose further eastward. A huge corpus of sculpture survives from the period. Most common are stelae like this example, which may have been made for placement in a decorative niche on a building or as the main object of worship in a shrine. The mudra (gesture) is called dharma-chakra (Wheel of the Law) and signifies the Buddha's teaching of the path to enlightenment.   Mr. and Mrs. Charles B. Miller; given to the Indianapolis Museum of Art in 1983.      ",http://collection.imamuseum.org/artwork/32829/0_preview.jpg,http://collection.imamuseum.org/artwork/32829/
172,"  sculpture vase  Angela Verdon (English, 1949-)       Not Currently on View   Image Licensing   ",null,null,null,http://collection.imamuseum.org/artwork/32366/0_preview.jpg,http://collection.imamuseum.org/artwork/32366/
173,"  sculpture vase  Angela Verdon (English, 1949-)       Not Currently on View   Image Licensing   ",null,null,null,http://collection.imamuseum.org/artwork/31622/0_preview.jpg,http://collection.imamuseum.org/artwork/31622/
174,  Emprunt de la Paix (Peace River)        Not Currently on View   Image Licensing   ,null,null,null,http://collection.imamuseum.org/artwork/9095/0_preview.jpg,http://collection.imamuseum.org/artwork/9095/
175,  jar with ribs  Jin dynasty       Currently on View in K308.c10   Image Licensing   ,null,null,       Provenance      Purchased by the Indianapolis Museum of Art in 1984      ,http://collection.imamuseum.org/artwork/27231/0_preview.jpg,http://collection.imamuseum.org/artwork/27231/
176,  jar  Tang dynasty       Not Currently on View   Image Licensing   ,null,null,"       Provenance      Stanley Herzman [1906-2001] and Adele Herzman, nee Sharpe [1919-1990], New York, New York; {1} given to Indianapolis Museum of Art at Newfields, Indianapolis, Indiana in 1980.{1} For information on Stanley Herzman, see his obituary in New York Times, 7 February 2001. For information on Adele Herzman, see her obituary in New York Times, 15 December 1990. For information on Stanley and Adele Herzman as collectors, see Rita Reif, ""Objects of His Desire: One Collector's China Syndrome,"" New York Times, 10 June 1990, and Suzanne G. Valenstein, The Herzman Collection of Chinese Art, New York: Stanley Herzman, 1992.      ",http://collection.imamuseum.org/artwork/8946/0_preview.jpg,http://collection.imamuseum.org/artwork/8946/
177,  archaistic ritual vessel with auspicious emblems  Jiajing       Currently on View in K308.c2   Image Licensing   ,null,null,       Provenance      Mr. and Mrs. Stanley Herzman; given to the Indianapolis Museum of Art in 1984      ,http://collection.imamuseum.org/artwork/33162/0_preview.jpg,http://collection.imamuseum.org/artwork/33162/
178,  cup  Tang dynasty       Not Currently on View   Image Licensing   ,null,null,"       Provenance      Stanley Herzman [1906-2001] and Adele Herzman, nee Sharpe [1919-1990], New York, New York; {1} given to Indianapolis Museum of Art at Newfields, Indianapolis, Indiana in 1980.{1} For information on Stanley Herzman, see his obituary in New York Times, 7 February 2001. For information on Adele Herzman, see her obituary in New York Times, 15 December 1990. For information on Stanley and Adele Herzman as collectors, see Rita Reif, ""Objects of His Desire: One Collector's China Syndrome,"" New York Times, 10 June 1990, and Suzanne G. Valenstein, The Herzman Collection of Chinese Art, New York: Stanley Herzman, 1992.      ",http://collection.imamuseum.org/artwork/82510/0_preview.jpg,http://collection.imamuseum.org/artwork/82510/
179,  cup  Tang dynasty       Not Currently on View   Image Licensing   ,null,null,"       Provenance      Stanley Herzman [1906-2001] and Adele Herzman, nee Sharpe [1919-1990], New York, New York; {1} given to Indianapolis Museum of Art at Newfields, Indianapolis, Indiana in 1980.{1} For information on Stanley Herzman, see his obituary in New York Times, 7 February 2001. For information on Adele Herzman, see her obituary in New York Times, 15 December 1990. For information on Stanley and Adele Herzman as collectors, see Rita Reif, ""Objects of His Desire: One Collector's China Syndrome,"" New York Times, 10 June 1990, and Suzanne G. Valenstein, The Herzman Collection of Chinese Art, New York: Stanley Herzman, 1992.      ",http://collection.imamuseum.org/artwork/82511/0_preview.jpg,http://collection.imamuseum.org/artwork/82511/
180,"  day dress  Bill Blass, Designer (American, 1922-2002)       Not Currently on View   Image Licensing   ",null,null,"       Provenance      Eleanore R. Carruth, New York; through (Stan Weaver, New York, New York); given to the Indianapolis Museum of Art in 1984.      ",http://collection.imamuseum.org/artwork/51881/0_preview.jpg,http://collection.imamuseum.org/artwork/51881/
181,"  Seven Sages of the Bamboo Grove  Shi Zhen (Chinese, 1875-1946)       Not Currently on View   Image Licensing   ",null,null,"       Gallery Label   Provenance      竹林七賢 The Seven Sages of the Bamboo Grove refers to seven learned men who lived during politically unsettled times in 3rd-century China. Though they may never have actually gathered together, they are renowned through history for their Daoist inclinations, freedom of spirit, disdain of government service, and love for wine and a simple, bucolic life. The earliest artistic representation of these sages can be found in a tomb dated about 400 CE, and the theme has remained popular. When this painting was made, China was again suffering through instability. Civil war had broken out in 1927, and tensions with Japan were high.   Mrs. John H. Roberts, Jr.; given to the Indianapolis Museum of Art in 1984      ",http://collection.imamuseum.org/artwork/75649/0_preview.jpg,http://collection.imamuseum.org/artwork/75649/
182,  acrobat  Eastern Han dynasty       Not Currently on View   Image Licensing   ,null,null,"       Provenance      [Sergius N.] Ferris Luboshez [1896-1984], Fairfax, Virginia;{1} sale at (Sotheby Parke Bernet, New York, New York) in 1982.{2} Possibly (Weisbrod and Dy, New York).{3} Mr. and Mrs. Hugh Carpenter, Indianapolis, Indiana; given to Indianapolis Museum of Art in 1984 (1984.69).{4} {1} See the exhibition catalogue, Chinese Art from the Ferris Luboshez Collection, University of Maryland Art Gallery, University Park, Maryland, March 23-April 30, 1972, no. 43. {2} Sotheby Parke Bernet, New York, ""Important Chinese Ceramics, Bronzes, and Works of Art: The Collection of Captain S.N. Ferris Luboshez, USN (Ret'd),"" November 18, 1982, lot no. 30 (illustration) According to Rita Reif in ""Antique View; A Captain's Store of Chinese Riches,"" The New York Times, 14 November 1982, Luboshez acquired these objects while stationed in China in the mid-1940's. {3} The IMA Historical File indicates that this object was sent to the Indianapolis Museum of Art by Weisbrod and Dy, Ltd. on behalf of the Carpenters. As given on Weisbrod Chinese Art, Ltd. website, Weisbrod's gallery, Weisbrod Chinese Art, Ltd. (known early on as Weisbrod and Dy, Ltd.) was founded in 1977 by Michael Weisbrod and his father, Dr. Gerald Weisbrod. {4} IMA Temporary Receipt No. 5314.      ",http://collection.imamuseum.org/artwork/53704/0_preview.jpg,http://collection.imamuseum.org/artwork/53704/
183,  ceramic replica of a bronze ritual cooking vessel  Eastern Zhou dynasty       Currently on View in K306.c7   Image Licensing   ,null,null,"       Gallery Label   Provenance      Wine vessel Wine offerings were an important part of ritual ceremonies during the Shang dynasty. Wine containers were the first bronze vessels made in China and are the most plentiful among the early bronzes. The use of legs on the pouring vessels suggests that the wine was heated over a fire. Tripod bowls, or ding vessels The tripod bowl, with three legs for support over a fire, is very practical. It is perhaps the most important type of container throughout the history of Chinese ceremonies. The decoration on round vessels was generally designed in three segments, following the main mold segments. Ancestral dedications written in an early script can often be found in the interior walls of the vessel. Ceramic substitutes Ceramic or clay vessels were used in funerals by people who could not afford, or did not have access to, the more valuable bronze material. Over the years, clay models were used in burials as substitutes for many items, from military and household furnishings to all sorts of animals and people.   (Bluett and Sons, Ltd., London, England); {1} purchased by the Indianapolis Museum of Art in 1984. {2} {1} For information on Bluett and Sons, Ltd., see Dominic Jellinek's Bluett Essay on the Chinese Art-Research Provenance (CARP) website. Here it states that Bluett and Sons was founded in 1884 and stopped trading in 1992. {2} IMA Temporary Receipt No. 5200A-B.      ",http://collection.imamuseum.org/artwork/31662/0_preview.jpg,http://collection.imamuseum.org/artwork/31662/
184,  bowl with still life designs  Southern Song dynasty       Not Currently on View   Image Licensing   ,null,null,null,http://collection.imamuseum.org/artwork/36895/0_preview.jpg,http://collection.imamuseum.org/artwork/36895/
185,"  China, It's Scenery, Architecture, Social Habits, &c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/74398/0_preview.jpg,http://collection.imamuseum.org/artwork/74398/
186,"  China, It's Scenery, Architecture, Social Habits, & c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/36941/0_preview.jpg,http://collection.imamuseum.org/artwork/36941/
187,"  China, It's Scenery, Architecture, Social Habits, & c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/36942/0_preview.jpg,http://collection.imamuseum.org/artwork/36942/
